review,sentiment
Thay điện thoại mới có tải về rồi mà không thấy hiện biểu tượng trên màn hình ?,negative
Ứng dụng Google Photo sử dụng trong sao lưu hình ảnh vs nhiều tính năng mới rất hữu ích ạ👍👍👍,positive
Rất tiện dụng việc lưu trữ hình và video clip,positive
Ứng dụng khá tốt nhưng những ảnh đã lưu ở mục album load hơi lâu chút,positive
Rất hay. Cảm ơn bạn đã lưu giữ những ảnh đầy kỉ niệm của tôi,positive
Lỗi file video sau khi tải về lại là định dạng jpg. Fix pls,negative
Tôi đã khôi phục lại ảnh nhưg k thấy ảh đâu! Mog xem kĩ lại,negative
Cảm ơn google photos đá lưu giứ lại những hình ảnh của tôi .,positive
Ủa ảnh các kiểu không có chế độ sửa ảnh là sao vậy.quá thất vọng,negative
Mong lưu trữ được thêm nhiều dung lượng ảnh.,positive
Save đc nhiều hình ảnh và clip hơn không sợ bị mất,positive
Tạo được chế độ làm video cắt xén thì ok hơn cắt gép,neutral
Ko xem đc ảnh khi ko có mạng kết nối,negative
Nhung anh cua toi chuc luc nao cung day du,positive
Nếu được lại tất cả ảnh thì tuyệt lắm ad,positive
Phải tải hình một lượt về dc Thi tuyệt vời,positive
"Ảnh chụp đc Lưu mãi, mà kg sợ bị mất",positive
Chỉ cần thêm chức năng cắt ảnh là ok,positive
Nên sắp xếp một loại ảnh không trùng lặp,neutral
Thích nhất tính năng tìm kiếm của Google Photos,positive
Lư những hình ảnh video từ đt cũ,positive
Ứng dụng quản lý ảnh tuyệt với nhất,positive
toi thay cung tốt lam do ban oi,positive
Nhiều ảnh đẹp tải về máy rất nhanh,positive
"Ứng dụng tốt, mình rất thích ứng dụng này.",positive
Rất hài lòng với ứng dụng này,positive
ứng dụng rất tốt và thuận lợi,positive
Ko cặp nhật được ứng dụng mới,negative
Đã giúp mình không bị mất ảnh,positive
Ghép toàn cảnh đẹp lun anh em,positive
Cho 5* để ứng dụng chạy nhanh hơn,positive
Gọi ý - album ko back lại đc,negative
Ứng dụng tốt . Cho 5* để ủng hộ.,positive
Dùng như ỉa cập nhật cả ngày 😡😡😡😡,negative
Những kỷ niệm đâu mất hết rồi???.,negative
Cx được 👌đáng đc 5 sao 🌟🌟🌟🌟🌟,positive
Không tải về nhiều hình cùng 1 lúc được.,negative
Tôi dùng trên cả 2 nền tảng Android và iOS. Thật ngạc nhiên là trên iOS tính năng nhiều hơn và dòng thời gian hiển thị chính xác hơn trên Android. Đặc biệt tính năng chỉnh thời gian của ảnh chỉ có trên iOS mà không có trên Android. Rất mong sớm nhận được cập nhật trên Android cho những thiếu sót trên.,negative
"Rất thất vọng khi không đc sắp. Xếp, tạo album ảnh théo ý muốn , khá bực.",negative
Trước kia vào app vẫn rất tốt nhưng bây giờ đột nhiên bấm vào thì lại tự động thoát ra bấm cập nhật thì không được cứ vào app là app lại tự động thoát ra thử rất nhiều lần rồi rất gây ức chế,negative
"rất tiện lợi cho người dùng, mình đã trải nghiệm một thời gian rồi, rất chuẩn và không có quảng cáo,tuyệt vời vì chất lượng.",positive
Tại sao 2 tài khoản lại chung 1 thùng rác vậy,negative
"-Chưa được ổn định lắm, cần khắc phục lại vấn đề lổi xem ảnh rồi kéo xuống để thoát khỏi ảnh không được!",negative
Lỗi không đăng nhập được ở phiền bản mới này,negative
Ứng dụng tiện ích. Lưu trữ đc nhiều ảnh. Lâu năm lục lại nhiều kỷ niệm. ♥,positive
"Có hơn con cak gì đâu suốt ngày báo cập nhật, tồi tệ",negative
Lưu trữ đc rất lưu trữ những kỷ niệm cảm ơn ứng dụng này,positive
"Tuyệt vời, nhất là có nhắc lại dòng thời gian!",positive
Tính năng làm hình ảnh chưa được nhiều và đẹp,negative
Tôi gớt vui và cũng tự hào về cái nài,positive
Cần có chức năng tìm kiếm theo tên file,neutral
Túi k thể xóa hết an bum ảnh,negative
Rất tốt lưu trữ nhiều khoảnh khắc,positive
Một kho lưu trữ không giới hạn,positive
Tôi không tải được cứ chạy vòng vòng,negative
Một kho kiến thức rất tuyệt vời.,positive
Ung dung nay rat hay toi rat thich💮,positive
Tào láo Á.... Tốt nhất Dg cặp nhật nak,negative
"Đang dùng fb muốn đăng Ảnh tìm eo thấy đâu dcm lại thoát ra quyết định k dùng nữa, phải công nhận Samsung như Cc",negative
Một ứng dụng liu trữ hình ảnh rất ok,positive
Rất hay và rất bổ ích Nhưng tạo video hơi lâu nha,positive
OK nhưng cập nhật hoài có chức năng ghép ảnh tôi Thích,positive
Nhập tk trên thiết bị mới ko thấy hinh & video trên thiết bị củ,negative
App phải cần sao lưu này nọ 🙂 hozz mệt,negative
"Phải để cho người dùng lựa chọn những ảnh nào, thư mục nào cần thiết mới tải lên hoặc sao lưu chứ. Mấy cái ảnh linh tinh không cần thiết cũng tự đồng bộ hết à?",negative
"Thích nhất tính năng ổn định video, cảm giác như được gắn thêm gimbal chống rung vậy. Tuy nhiên có một điều là chất lượng video bị giảm, mong điều này sẽ sớm được khắc phục!",neutral
"Rất hữu ích Ứng dụng đã lưu được toàn bộ ảnh và dữ liệu, mọi lúc, mọi nơi đều có thể xem lại được và lưu dữ lâu không bị mất.",positive
Từ lúc cập nhật phiên bản mới 4/3 máy tôi liên tục bị lỗi đóng ứng dụng trong khi trước đó ko bị,negative
Ứng dụng tương đội tốt tôi rất thích mong sao có những trải nghiệm ngày một tốt hơn,positive
Tôi chỉ cho 1 sao vì khi tôi lưu ảnh nhưng nó ko có trong ảnh,negative
Cực đỉnh vs sản phẩm này. Tôi rất thích nó,positive
Ứng dụng tuyệt vời nếu cho 10 sao thì cho luôn,positive
"Sắp xếp ảnh quá lung tung, dù mới tải nhưng nó hiển thị 2 năm trước ?????",negative
Không thể xóa ảnh khỏi google photos,negative
đánh giá 5* rồi nhưng cứ bắt đánh giá quài ghét cho 1*,negative
Toi rat ung y voi cong cu nay,positive
con đỉ mẹ tui bây cứ hiện hoài,negative
Quả tuyệt vời . Thank you very much,positive
Rất tốt! Đặc biệt thích tính năng trợ lý!!!,positive
Ứng dụng này sử dụng rất tốt.,positive
"Tuyệt,nó lưu giữ tất cả các ảnh của rất nhiều năm trước đây,tui yêu ứng dụng này",positive
Giúp tôi cập nhật rê dang hơn lưu trư được nhieu9 hình ảnh hơn,positive
Ứng dụng thích hợp cho trường hợp của tôi,positive
Tại sao bây giờ lại không có mục lưu lại ảnh về điện thoại vậy ạ? Mình bấm vào rất nhiều tấm nhưng may ra được một tấm có thể lưu được @@,negative
"Gặp vấn đề về Sao lưu Tại sao khi sao lưu ảnh trên thiết bị lại chỉ sao lưu ảnh trong khi thư mục hay album lại không đồng bộ, khi duyệt ảnh thì ảnh trên các thiết bị khác nhau sử dụng chung 1 Gmail thì ảnh lại bị trộn, rất khó duyệt, mong sẽ update sớm",negative
thỉnh thoảng tôi hay bị đóng ứng dụng này..vì tôi không thạo những thao tác trong ứng dụng này mong được hướng dẫn cụ thể để tôi thuận lợi khi sử dung..thanks...,negative
ung dung rat tien loi da giup cho nhung fan choi anh duoic thoa man dam me !lva đầy cảm xúc!,positive
Lưu trữ những khoảng khắc từ rất lâu .cho dù có đôi điện thoại . cũng có thể lưu trữ hình ảnh tiện lợi.,positive
Tuyệt ? Sao tôi ko nâng cấp lên phiên bản mới nhất đc vậy,positive
"Qua trải nghiệm, các ứng dụng đều rất tốt ! Xin cảm ơn Google Photos rất nhiều!!! Mến chào.",positive
Máy cùi chỉ có vậy thôi mới thì nhanh nhưng giờ quá chậm,negative
Rat tot cho nhung nģuoi moi su ďung nhu toi Xin cam on,positive
"Ứng dụng lưu trữ rất tuyệt vời, cám ơn Google 👍",positive
"Cũng là một ứng dụng ảnh video, rất tốt 👌 bạn",positive
Không thể cắt bớt tài liệu ?,negative
Giúp tôi sao lưu ảnh vô cùng tốt,positive
Ko pu hop vi phai xoa ung d k,negative
Sắp sếp theo album trong máy thì tốt,positive
Google rất thích hợp cho mọi lứa tuổi,positive
Rất thú vị. Xin chân thành cám ơn,positive
Trai nghiem thoai mai khi su dung,positive
Cho vô cực ko cần lí do,positive
Giúp lưu lại những kỷ niệm đẹp,positive
Cám ơn thật là tuyệt vời 👍,positive
Dt mất.van lay lại tất cả hình.tốt,positive
"Lưu ảnh, ghép ảnh, tạo phim hay",positive
Hinh Anh Đươc Lưu Rât Tôt ...,positive
Quay video thì không được mãi mãi.mong phát hành sửa nhà 😭😭😭😭😭😭😭😰😧,negative
"Ổn định video dùng để chống rung cực kỳ tốt , hầu như không còn rung !! Mong nhà sx phát triển thêm <3",positive
"Thấy bất tiện, mang tiếng là ablum ảnh mà muốn đăng fb hay zalo mà k có dc, chán làm",negative
Giải phóng được dung lượng. Lưu ảnh khi thay đổi thiết bị. Ứng dụng rất tốt.,positive
"Ngày chụp và vị trí chụp bị lôn xộn tùm lum,muốn điên cái đẩu",negative
Ok nhưng ổn định video xong nhìn video méo méo ...mong cải thiện tốt hơn,positive
"Lưu trữ đầy đủ hình ảnh. Phần mềm tốt, hữu ích",positive
"Hiện nay tôi có tải một số video về máy sau đó sao lưu lên google photos nhưng sau khi giải phóng dung lượng thì có vài video không thể xem được, được ghi ở chính giữa màn hình là không thể phát video và tôi đã phải tải đi tải lại những video đó, nó cũng làm tôi tốn khá nhiều thời gian cho việc này đồng thời có những video có dung lượng lớn thì chỉ có thể nghe được âm thanh chứ không xem được hình ảnh nên mong nhà sản xuất có thể khắc phục tình trạng này.",negative
Ok. Nhưng mà có điều nó hơi bị lỗi là nó không chỉnh sửa ảnh được vô lại bị văng ra mong ad sửa giùm em ạ.,positive
Ứng dụng rất tiện cho việc lưu trữ và quản lý ảnh của mình,positive
Lưu trữ những khoảnh khắc mà bạn méo ngờ tới😄,positive
Rất tốt rất tiện dụng cho người dùng,positive
Tôi thấy rất tốt.Rat ok nhé các bạn mình..,positive
"App quá tệ,lúc đầu còn xài được,cập nhật xong bao nhiêu video và hình ảnh không xem được đã vậy còn thường xuyên chủ động lưu nhãn dán trên FB về😑",negative
Không thể tự động sao lưu trên tài khoản của tôi. Ứng dụng cứ hiện thông báo là chuẩn bị sao lưu 2822 tấm ảnh. Nhưng đợi 1 tiếng đồng hồ vẫn chưa sao lưu.,positive
"Rất thú vị, lâu lâu app tự làm cho toi một tấm gif, hoặc một clip vui nhộn để có cái đăng. Tiện đủ đường, toi đỡ phải đi chỉnh",negative
Tôi muốn bật lại thông báo chia sẻ ảnh chụp màn hình trên điện thoại nokia 7 plus android 10. Nhưng không thể tìm thấy. Có thể giúp tôi...,negative
không thể hiểu tại sao khi quay video xong thì không gửi qua zalo được. video đang rất rõ mà giải phóng dung lượng là chất lượng video mờ căm hẳn lên đã vậy không gửi qua được cái app khác mà phải tạo liên kết? lúc trước quay xong gửi được liền mà,negative
"Tôi có thể lưu giữ được nhiều video và ảnh mà không lo bị mất. Ứng dụng hay, rất hữu ích",positive
"Ngày 25/7/2020 bản cập nhật tự động tải về của ứng dụng bị lỗi, đó là, tải tin ảnh về bộ sưu tập cá nhân không tải được.",negative
Tại sao sau 1 thời gian tôi lại không thể up ảnh minh đả lưu trữ trong gg photos được nữa ?,negative
Ứng dụng tốt nhưng vẫn rất chậm và hay Lag mới lưu chút xíu là chập mạch cần khắc phục 😤,neutral
"Rất tốt, mọi việc dễ dàng, nhưng rất tiếc, người sử dụng lớn tuổi, có lúc thao tác khó khăn. OK!.",positive
Tuyệt vời . Là cứu tinh cho những người muốn lưu giữ lại mọi khoảnh khắc trong cuộc sống mà họ đã trải qua . 1 app vô cùng tiện ích và có ý nghĩa . Mong sẽ phát huy thêm nhiều chức năng hữu ích hơn nữa . 100 ⭐,positive
"Các chức năng trong ứng dụng không rõ ràng, vừa mất 30GB ảnh + video. Bad application.",negative
Ứng dụng có nhiều tính năng rất tiện lợi hỗ trợ tốt cho người dùng.,positive
Kỳ hình của mình trong những người có liên quan với những người bạn của mình,negative
Tạm ổn hơn so vs phiên bản cũ ~Ý kiến cá nhân mong mn ko chửi~ ( @•.•@),positive
Ứng dụng này rất tốt hình ảnh sắp xếp theo thứ tự đúng,positive
tôi không đánh giá gì hơn nhận sét ứng dụng này rất tốt,positive
"Ko ngờ hình ảnh gốc máy mình chụp xấu lắm nhưng ứng dụng này thì thấy hình ảnh của máy mình chụp trong app đẹp hơn rất nhiều so với ảnh gốc mình chụp nữa, ko biết Google Photos có dùng photoshop hay ko mà nhìn đẹp dữ",positive
Quá tốt . lưu ảnh thoải mái ko cần suy nghĩ . cảm ơn google,positive
Càng ngày càng hoàn thiện rất thích vì nhiều tiện ích hơn,positive
thật tốt vì có lưu giữ được nhiều ảnh trên ứng dụng,positive
"Đáp ứng được mọi yêu cầu, rất OK !!! Cám ơn",positive
"Không thể tải hình ảnh lên Zalo, Facebook",negative
Tính năng rất tiện ích và hữu dụng.,positive
"Sắp xếp và xử lý ảnh tốt, lưu giữ tối ưu.",positive
Chưa phân loại đúng các đồ vật và con người,negative
"Trải nghiệm ko tốt , khá rối mắt và phức tạp",negative
Ứg dụg tốt lưu đc rât rất nhìu ảnh,positive
Tuyệt nhưng đừng để ảnh biến mất nhiều quá,positive
Sao ko gửi ảnh về thư viện được nhỉ,negative
Thoa thich ghi tron hinh anh cua google photo,positive
luu trữ được tất cả .ứng dụng quá ok,positive
Mệt mỏi vì phải cập nhật liên tục,negative
Tốt lưu đươc nhiều khoảng khắc đáng nhớ,positive
tốt cho khóa bảo mật nữa thì ok,positive
Cam on Google photo da luu anh gium toi,positive
Lưu được rất nhiều hình luôn ấy ạ,positive
Ok rất tốt cảm ơn Google photoshop nhiều,positive
Rất tuyệt vời. Miễn phí và chất lượng,positive
Ứng dụng rất tốt và tỉện lợi,positive
Ứng dụng tốt lắm cho 4 sao,positive
Rất hay và tiện ích cho 5. Sao,positive
ứng dụng Tốt tôi Rất hài lòng,positive
Trải nghiệm tốt nhưng tìm ảnh lâu,positive
K load được ảnh k chia sẻ được ảnh,negative
Dat yêu Cầu và tôi yêu thích,positive
Tốt nhất hay nhất hay nhat cảm ơn trương trình,positive
"Vô cùng tiện dụng , cảm ơn",positive
Quá tốt..trên cả tuyệt vời.thank Goole Anh..,positive
"Giúp mình lưu trữ tất cả hình ảnh và video, không cần thiết phải lưu ở máy cho đầy bộ nhớ nữa. Tuyệt vời",positive
Ứng dụng rất tốt mọi người lên dùng tuyệt vời lắm mọi người ạ,positive
Sau khi cập nhật lại ứng dụng thì hơn 3000 tấm ảnh tự động biến mất. Giận thiệt chứ,negative
"Tạm được, còn hạn chế quá, nhưng vài thứ rất tuyệt, cải thiện trình tìm kiếm hiệu quả hơn sẽ tuyệt hơn nửa",neutral
Cập nhật bản này nên vào ứng dụng này toàn bị đẩy ra thôi. Càng ngày càng chán.,negative
Cứ bị đóng ứng dụng hoài à mong xem xét lại để cho 5 sao ạ,negative
"Hữu dụng với mình. Rất tiện lợi cất giữ hình. Và thêm các gợi ý kép ảnh, dựng video rất đẹp",positive
Thực sự là cách chỉnh sửa ảnh khá tốt . Mong đợi cập nhật tốt hơn nữa,positive
Tôi thực sự rất thích ứng dụng này. nó thực sự hữu ich,positive
Google lend không sử dụng được Mong nhà sản xuất khắc phục lỗi trên,negative
"Ứng dụng quá tuyệt vời ,lưu ảnh và video vô hạn ,chất lượng ảnh tải về cũng rất ok 👌👍",positive
Rất tốt. Mỗi khi thay máy có thể lấy lại đc ảnh,positive
Khá tốt vì ứng dụng này có vài cái hơi bị lỗi,positive
Hôm nay tôi không chia sẻ được hình ảnh và video,negative
Lưu trữ tốt và hiệu ứng của google rất bá đạo,positive
Mình thấy ứng dụng này hay lắm đó anh em ơi,positive
"Thich ứng dụng này vi lưu đủ anh cần thiết thiết,cam on.",positive
Tự dưng ảnh đẹp trong album tự xóa đi được,negative
Thật tuyệt vời khi đã sử dụng tính năng này,positive
Nhờ nó mà còn mấy hình quí 😀,positive
Có thêm phần quét ảnh trùng lặp nữa là ổn :)),positive
Lưu lại những khoảnh khắc đáng nhớ.Thật tuyệt vời!,positive
Nói chung rất hữu ích và quý giá,positive
Đôi lúc tải hình ảnh lại hơi khó,negative
GOogle photos la ung dung rat huu ich,positive
"Khó sử dụng, ko hay. Nên bỏ phiên bản nầy.",negative
Ok.mong nhà sản xuất phát huy hết tiềm năng,positive
Tuyệt vời... Muốn nó Thông Minh hơn có đc không,positive
Ok lắm. Tha hồ lưu mọi khoảnh khắc,positive
Có thể lưu trữ nhiều dữ liệu,positive
Ứng dụng rất tiện ích cho tôi,positive
Tốt với ai biết sử dụng gmail,positive
Kho tàng lưu trữ ảnh thông minh,positive
Rất hài lòng với ứng dụng này,positive
Rất tốt!sử lý dữ liệu rất tốt,positive
Ứng dụng tốt. Hy vọng sẽ tăng dung lượng.,positive
đăng ảnh và chụp ảnh đẹp sống động,positive
Rất tốt. Dể sử dụng và an toàn,positive
Giữ ảnh và video rất tốt ❣,positive
Em rất hài lòng với ứng dụng này 👍👍👍👍👍🎭🎭🎭🎭🌝🌞🌝🌝🌝🌝🌞🌝🌞🌝🎎🎎🎎🎎🎎🎎🎎🎎🎎🎏🎏🎏🎏🎏🎏🎏🎏🎉🎉🎉🎉🎊🎊🎊🌈🌈🌈🌈🌈🌈🌈,positive
Nói chung ứng dụng như cc chụp một 1 ảnh mà đợi đến 10 mấy phút củng ko lưu vào đc muốn xoá cái này khổi điện thoại vc mà nó có sẳn ko xoá đc,negative
Ứng dụng j mà như cc vậy sao lưu lên xong rồi 1 thời gian sau muốn xoá trong đám mây thì lại xoá mẹ luôn trong máy del tin đc,negative
Khi tải ảnh để gửi lên 1 app khác thì khi chọn nhiều ảnh dù đã đánh số theo thứ tự thì nó vẫn không đi theo đúng thứ tự mà sắp lộn xộn Còn lại dùng rất ok,neutral
Thật tuyệt vời xin cảm ơn anh chị em trong đội fb đã giữ lại cho tôi những kỷ niệm & khoảng khắc tuyệt vời nhất trong thời gian qua . Xin cảm ơn,positive
"Tôi rất thích bây giờ tôi xem ảnh thuận tiện hơn ,và cách sắp xếp ảnh từng địa điểm rất khoa học ,tiện cho tôi mỗi khi xem và chia sẻ,tôi rất hài lòng mỗi khi xem ảnh của mình",positive
"Mình dùng ss j7 pro, update xog app rất lag, thỉnh thoảng bị out ra ngoài, tạo album tải ảnh lên mà chỉ lên vài tấm, mình thêm ảnh mãi vẫn ko đc. Thế là phải lên lap thêm. App làm mình tốn rất nhiều thjan",negative
Tưởng như nào càng cập nhật càng khó quản lí. Đôi khi có cảm giác như mình bị google dắt mũi,negative
Minh tai hinh ve may.tu tat nen minh da xoa va cai lai. Mong la se tot hon.,negative
Dạo này bị lỗi không hiển thị hình ảnh ngoài anlbum. Phải vào trong anlbum mới xem được.,negative
Lưu trữ kỷ niệm rất tiện lợi. 1 số đề xuất thưc sự k cần thiết lắm,positive
Ứng dụng tốt giúp lưu và tạo hiệu ứng cho ảnh. Hài lòng.,positive
Một vài tấm hình sau khi sao lưu không thể tải xuống điện thoại lại,negative
Tôi cảm thấy nâng cấp chỉnh sửa như một app cũng khá là tiện lợi,positive
"Album ảnh tải mãi vẫn chưa xong, bình thường nó nhanh lắm cơ mà",negative
Ứng dụng lưu trữ ảnh và video cả một đời ngừơi thật tuyệt vời,positive
Tại sao tôi tạo thư mục mới ko đc mong ad sửa lại ạ,negative
"Cần xác định rõ các sự vật như tên cây, hoa cụ thể, nhà máy, rừng",negative
"Ung dung tot. Luu tru nhanh chong, giai phong bo nho dien thoai",positive
Tôi không thể hiểu nổi nhà phát triển tạo ra trợ lý google để phục vụ hay để làm phiền và gây ức chế người dùng? Tôi đã tắt nó. Mỗi khi tôi bật 1 ứng dụng lên nó hiện với tần suất 3 giây 1 lần. Tôi thực sự phát cáu. Nhà phát triển tạo ra ứng dụng 1 cách mù quáng và máy móc mà không hề hiểu người dùng.,negative
Tôi rất thích ứng dụng này vì nó lưu được nhiều tài liệu,positive
cảm ơn đã quoan tâm đến gúp cho những hình ảnh được chia.sẻ,positive
Ứng dụng trên dt thường hay bị dong không hiểu vì sao .,negative
Google nên sửa lại lỗi cắt video nó thật sự rất tệ,negative
Tính năng sửa ảnh và ghép ảnh thành video rất là tuyệt vời,positive
"Vì lỗi 1 tháng không tự tải ảnh lên được , -_- mong được sửa sớm...",negative
tôi thích ứng dụng này nhung tôi cho 4* thôi để nhà sản xuất phát triển thêm .... ...,positive
"Ok,tôi có thể làm mọi thứ với ứng dụng này,nó thật sự rất tuyệt vời😀😀😀😀😀",positive
Đường truyền lưu nhanh .ảnh đẹp .bảo quản tốt theo thời gian,positive
"Chỉnh sửa ảnh, viết chữ lên ảnh báo lỗi không lưu đc ảnh.",negative
Tutêt vời. Lưu gữu đc nhiều khoảnh khắc đáng nhớ,positive
Tôi không mở được thư mục Snapseed như bản cũ.,negative
"Rất cần thiết, rất hân hạnh & rất cảm ơn google photos.",positive
"Tiện ít lắm ,nhưng mà dung lượng còn quá ít",positive
Cám ơn vì những hình ảnh vẫn còn mãi.,positive
Rất tuyệt! Tôi rất thích ứng dụng này,positive
Tốt. Thanks for adding the function of inserting text into image images.,positive
Su dung tot dc nhieu nguoi ua thich,positive
Nhận diện gương mặt cứ bị lỗi hoài,positive
Minh su dung cam thay hop voi minh,positive
Cảm ơn vì đã lưu ảnh của mình,positive
Đúng rồi rất thích cái kết không sai,positive
Tôi thấy sử dụng ứng dụng này rất tốt,positive
Tot hinh anh ro toi cho 5sao nha.,positive
Tốt quá để lưu giữ hình ảnh,positive
Ứng dụng rất tốt cảm ơn nhiều,positive
Rất chi là xịn sò bạn ạ,positive
Ánh sáng và bố cục rất đẹp,positive
"Rất ưa thích, ảnh đẹp, màu sắc vừa phải",positive
Hữu ích lắm.cảm ơn các bạn nhiều,positive
Được tốt. Nhưng chưa được hoàn hảo,positive
Quá tuyệt vời.không thể tuyệt vời hơn,positive
Tuyệt.lưu giữ được nhiều khoảnh khắc đẹp,positive
tốt và tiện lợi. cám on google,positive
Rất Thông Minh & Không Có Đáy ! Hihi !,positive
Úng dụng rất tốt a rất thích,positive
Tôi thấy phiên bản này rất tốt 💯💯💯💯💯💯💯💯💯💯💯,positive
"Tôi muốn xóa đi những kĩ niệm buồn, tôi đã xóa tất cả chúng trong bộ sưu tập của mình. Giờ thì nó còn nguyên trong cái ứng dụng chết tuyệt này",negative
"Ứng dụng hay, giúp mình nhớ lại những kỷ niệm đẹp, những cuộn phim hấp dẫn",positive
Ứng dụng rất tốt nhưng có nhiều tính năng ko cần thiết lắm Nên thêm 1 tính năng đó là di chuyển ảnh rõ ra theo từng bộ sưu tập mà mình chỉnh,positive
"Rất khó chịu khi k thể tải nhiều ảnh cùng lúc về máy được. Khi ảnh đc sao lưu lên google thì k đc xếp theo album nào, rất lộn xộn",negative
"Bi thoát ứng dụng những ưu điểm là lỡ quên mật khẩu điện thoại thì vẫn lưu trữ trong gg, tự chỉnh ảnh, ghép ảnh",negative
Ứng dụng rất hay sử dụng rất tốt tôi rất thích Xin cảm ơn nhà phát triển mong được nhiều ứng dụng xài tốt như vậy nhé..!,positive
Ứng dụng hữu ích giúp bộ nhớ máy đt của tôi ko bị đầy và phải ngồi xóa bớt,positive
tại sao không xem được video khi không có wifi hay 4g,negative
"Muốn in một loạt ảnh cùng một lệnh in,nhưng không thể! ^^",negative
"không hay xài, nhưng mà đôi lúc bộ sưu tập không vào được thì là lựa chọn tốt",positive
"Ứng dụng tuyệt vời đấy,rất phù hợp với những người cần được Google bảo vệ.",positive
NHỮNG KHOẢNG KHẮC CUỘC ĐỜI TRÔI QUA.ĐƯỢC GOOGLE LƯU GỮI KỊP THỜI..CÃM THẤY TUYỆT VỜI.THANHK GOOGLE PHOTOS.,positive
"Hơi khó dùng, không biết những hình Google photo đã làm xong để ở đâu",negative
Tôi không thể ấn vào mục tạo album mới được trên nokia 8.1 android 10,negative
có thể lưu giữ hình ảnh lâu dài mà ko tốn nhiều dung lượng,positive
"Mẹ xóa trên Google photo mà lại xóa luôn trên máy, làm mất cả đống video",negative
"Ứng dụng làm mất hết ảnh của tôi, thực sự rất chán ghét",negative
Sao khi không kết nối với mạng lại k xem được ảnh vậy,negative
Mình nhìn thấy ngày xưa nên rất nhớ. Tự nhiên xem ảnh lại nhớ. Cảm ơn nhé.😘😘😘,positive
Dễ dùng và lưu được rất nhiều ảnh cảm ơn google photos,positive
Hi vong ung dung nay mai phat trien tot nhu bay gio,positive
"ứng dụng này rất tốt ,tui ngĩ mọi ng nên dùng thử",positive
Rất nhiều lần vào app không hiền thị được ảnh,negative
tôi thấy các thao tác dễ dàng hơn rất tốt,positive
Sao k xóa những ảnh đã xóa từ rất lâu rồi,negative
Cảm ơn google photos đã dữ lại ảnh ạ,positive
Ung dung nay đa trai nghiêm lam cho tôi vua y...,positive
"Sắp xếp ảnh lộn,messenger load ảnh không sắp xếp được",negative
Ứng dụng rất hữu ích. Thank google photos,positive
"Rất tốt, nhận diện khuôn mặt tốt hơn nữa",positive
Nếu có hướng dẫn sử dụng color Pop thì tốt hơn!!!😉😉,positive
Ứng dụng thât cần thiết và khả dụng!,positive
Ung dung rat tot cho 5 sao,positive
Còn hơi khó sắp xếp hình ảnh,positive
"Rat tuyệt vời, ok cam ơn nhà suất ban,",positive
"Rất tiện lợi , an toàn , dễ sử dụng , bộ nhớ lớn .",positive
"Ứng dụng rất tốt, cảm ơn các bạn.",positive
Lưu giữ tư liệu quá tuyệt vời.,positive
"Lưu trữ nhiều hình ảnh, kỉ niệm về lớp, gia đình .cần có chức năng tải ảnh lên dưới nền mà ko cần mở app đề tải ành lên như thế sẽ thuận tiện hơn",positive
"Ứng dụng khá tệ, lưu ảnh ghệ đc mấy ngày là phải xoá, lần này là lần thứ 5 rồi chẳng thể khắc phục được tình trạng đó, tôi rất buồn",negative
"tôi bị mất những tấm ảnh kỷ niệm với gia đình mà không hiểu rõ lý do, trong thùng rác vẫn chẳng có",negative
":v Lỗi quá rồi ! Chỉnh ảnh xong bị lỗi ! Mà còn không lấy được bản gốc của ảnh , mất phăng cái ảnh yêu thích luôn ! :v : v There was a big error on the app! Corrected image error! I couldn't even get the original of the photo, lost my favorite photo! : v",negative
"Tđn sao lưu hết ảnh rồi mà mất hết k hiểu kiểu gì,bai nhiêu ảnh vd giờ cing đk vài cái",negative
Rất hữu ích. Lưu lại những hình ảnh đẹp. Cảm ơn Ad rất nhiều.,positive
Sao tôi chọn ảnh làm video đăng lên tik tok sao nó nhấp nháy rồi có màu hồng vậy,negative
Sao lưu lên xong ko đồng bộ lại máy được phải tải từng ảnh về rất mất công,negative
Hỗ trợ chống rung và lưu trữ dữ liệu thật tuyệt vời cho một ứng dụng miễn phí,positive
Ảnh nhiều lúc không thể tự đồng bộ được dù đã bật đồng bộ. Phải bật app lên thì mới bắt đầu tự đồng bộ,negative
"tạm cho 4 sao. và có một điều thắc mắc tại sao những bức ảnh chất lượng cao của tôi sau khi sao lưu và giải phóng bộ nhớ. thì chất lượng ảnh bị giảm đi. trong khi đó mạng rất tốt, tải ảnh về chất lượng ảnh cũng không được như bản gốc nữa. quá buồn...",negative
Ung dung rat tot Cam on rat la nhieu.ung dung nay tao them ma khoa ung dung nua .thi hoan hao nhat luon .,positive
"Ứng dụng khá là ổn nhưng tính năng chỉnh ảnh còn quá đơn giản , còn lại thì ok",positive
Bật đồng bộ thì không xem ảnh offline được nữa trong khi vẫn lưu ở máy đt?,negative
Rất hữu ích lên cải thiện dung lượng cho nhẹ hơn và có thể chạy nhanh hơn,positive
Muốn gửi ảnh cho người thân gửi đc 5 lần. Còn lần 6 gửi tiếp không đc thật là chán,negative
Không thể tạo album ảnh từ điện thoại Samsung Galaxy Note 10 Plus,negative
Có thể nói là ứng dụng này đc sử dụng rất nhiều vì nó rất tiện dụng,positive
"Rat hay,VA giu nhung thu mình can de lam ki niem",positive
